停留所名称,停留所かな,停留所+乗降場所ｺｰﾄﾞ,停留所ｺｰﾄﾞ,乗降場所ｺｰﾄﾞ,乗降場所補足情報,緯度,経度
高蔵,たかくら,31075102,31075,102,2番,35.135092,136.905920
高蔵,たかくら,31075501,31075,501,1番,35.135196,136.906137
高坂荘,たかさかそう,31085301,31085,301,1番,35.111896,136.987997
高坂荘,たかさかそう,31085701,31085,701,2番,35.112048,136.987257
高坂町,たかさかちょう,31086101,31086,101,4番,35.107200,136.987224
高坂町,たかさかちょう,31086301,31086,301,1番,35.107295,136.987958
高坂町,たかさかちょう,31086501,31086,501,3番,35.106105,136.986333
高坂町,たかさかちょう,31086701,31086,701,2番,35.106877,136.988303
高島一丁目,たかしまいっちょうめ,31087301,31087,301,1番,35.106669,136.996238
高島一丁目,たかしまいっちょうめ,31087701,31087,701,2番,35.106477,136.996517
高杉町,たかすぎちょう,31090101,31090,101,2番,35.126249,136.842257
高杉町,たかすぎちょう,31090501,31090,501,1番,35.126064,136.842337
高田町,たかだちょう,31093101,31093,101,2番,35.135923,136.930083
高田町,たかだちょう,31093501,31093,501,1番,35.136080,136.930128
高辻,たかつじ,31095101,31095,101,6番,35.139143,136.918158
高辻,たかつじ,31095102,31095,102,5番,35.141226,136.917945
高辻,たかつじ,31095301,31095,301,1番,35.140070,136.917281
高辻,たかつじ,31095302,31095,302,7番,35.140186,136.919358
高辻,たかつじ,31095501,31095,501,4番,35.141444,136.918321
高辻,たかつじ,31095502,31095,502,3番,35.139391,136.918557
高辻,たかつじ,31095701,31095,701,2番,35.139906,136.917203
高縄,たかなわ,31100301,31100,301,1番,35.203689,136.948181
高縄,たかなわ,31100701,31100,701,2番,35.203611,136.948077
高根,たかね,31105101,31105,101,2番,35.063703,136.971187
高根,たかね,31105501,31105,501,1番,35.063241,136.971061
高畑三丁目,たかばたさんちょうめ,31108101,31108,101,4番,35.137548,136.853492
高畑三丁目,たかばたさんちょうめ,31108301,31108,301,1番,35.136643,136.853188
高畑三丁目,たかばたさんちょうめ,31108501,31108,501,3番,35.137565,136.853733
高畑三丁目,たかばたさんちょうめ,31108701,31108,701,2番,35.136572,136.852817
鷹羽町,たかばちょう,31110301,31110,301,1番,35.172044,136.877856
鷹羽町,たかばちょう,31110701,31110,701,2番,35.171929,136.877300
高針,たかばり,31120301,31120,301,1番,35.155134,137.007793
高針,たかばり,31120701,31120,701,2番,35.154617,137.006847
高針口,たかばりぐち,31125301,31125,301,1番,35.156507,137.004880
高針口,たかばりぐち,31125701,31125,701,2番,35.157074,137.003839
高針台中学校,たかばりだいちゅうがっこう,31135101,31135,101,2番,35.160305,137.019487
高針台中学校,たかばりだいちゅうがっこう,31135501,31135,501,1番,35.158614,137.019777
高針原,たかばりはら,31140101,31140,101,2番,35.146642,136.994870
高針原,たかばりはら,31140501,31140,501,1番,35.145423,136.993840
高見,たかみ,31150101,31150,101,2番,35.171008,136.947199
高見,たかみ,31150501,31150,501,1番,35.170305,136.946669
高道町,たかみちちょう,31155101,31155,101,2番,35.181582,136.863620
高道町,たかみちちょう,31155501,31155,501,1番,35.180984,136.863725
多加良浦,たからうら,31160101,31160,101,2番,35.098685,136.844819
多加良浦,たからうら,31160102,31160,102,1番,35.099233,136.844179
多加良浦,たからうら,31160501,31160,501,降車,35.099076,136.844454
滝川町,たきがわちょう,31165301,31165,301,1番,35.145570,136.959469
滝川町,たきがわちょう,31165701,31165,701,2番,35.145373,136.959074
滝子,たきこ,31170301,31170,301,1番,35.140551,136.926110
滝子,たきこ,31170401,31170,401,4番,35.140063,136.926720
滝子,たきこ,31170701,31170,701,3番,35.140428,136.926700
滝子,たきこ,31170702,31170,702,2番,35.140299,136.924332
滝子通二丁目,たきこどおりにちょうめ,31175301,31175,301,1番,35.140331,136.922085
滝子通二丁目,たきこどおりにちょうめ,31175701,31175,701,2番,35.140128,136.921230
滝ノ水一丁目,たきのみずいっちょうめ,31180101,31180,101,3番,35.089840,136.975938
滝ノ水一丁目,たきのみずいっちょうめ,31180401,31180,401,1番,35.089052,136.976081
滝ノ水一丁目,たきのみずいっちょうめ,31180501,31180,501,2番,35.088445,136.975065
滝の水公園,たきのみずこうえん,31182101,31182,101,3番,35.092972,136.976246
滝の水公園,たきのみずこうえん,31182501,31182,501,2番,35.090817,136.976242
滝の水公園,たきのみずこうえん,31182701,31182,701,1番,35.091541,136.975209
滝ノ水中学校,たきのみずちゅうがっこう,31183401,31183,401,1番,35.088042,136.977538
滝ノ水中学校,たきのみずちゅうがっこう,31183801,31183,801,2番,35.087851,136.977646
滝ノ水中学校西,たきのみずちゅうがっこうにし,31184201,31184,201,1番,35.087817,136.974434
滝ノ水中学校西,たきのみずちゅうがっこうにし,31184601,31184,601,2番,35.086544,136.973558
竹越,たけのこし,31185301,31185,301,1番,35.186383,136.975350
竹越,たけのこし,31185701,31185,701,2番,35.186622,136.976265
田代本通,たしろほんどおり,31190101,31190,101,7番,35.161096,136.954540
田代本通,たしろほんどおり,31190301,31190,301,2番,35.160774,136.953384
田代本通,たしろほんどおり,31190302,31190,302,1番,35.160195,136.957070
田代本通,たしろほんどおり,31190500,31190,500,6番,35.161120,136.954762
田代本通,たしろほんどおり,31190501,31190,501,5番,35.159704,136.953954
田代本通,たしろほんどおり,31190700,31190,700,4番,35.160230,136.955237
田代本通,たしろほんどおり,31190701,31190,701,3番,35.160605,136.952846
橘町,たちばなちょう,31195101,31195,101,2番,35.155188,136.900454
橘町,たちばなちょう,31195501,31195,501,1番,35.155335,136.900634
橘町大木戸,たちばなちょうおおきど,31197501,31197,501,2番,35.154194,136.900080
橘町大木戸,たちばなちょうおおきど,311973N1,31197,3N1,1番,35.153742,136.899377
竜ケ池,たつがいけ,31200101,31200,101,2番,35.155471,136.923123
竜ケ池,たつがいけ,31200301,31200,301,1番,35.155085,136.924018
竪出,たてだし,31205101,31205,101,3番,35.148990,136.843688
竪出,たてだし,31205301,31205,301,1番,35.148498,136.844315
竪出,たてだし,31205501,31205,501,2番,35.148101,136.843106
田辺通二丁目,たなべどおりにちょうめ,31210101,31210,101,2番,35.135281,136.945008
田辺通二丁目,たなべどおりにちょうめ,31210501,31210,501,1番,35.134614,136.945233
田辺通四丁目,たなべどおりよんちょうめ,31212101,31212,101,2番,35.126080,136.946130
田辺通四丁目,たなべどおりよんちょうめ,31212501,31212,501,1番,35.126030,136.946345
谷口,たにぐち,312151E1,31215,1E1,6番,35.183568,136.954416
谷口,たにぐち,312155E1,31215,5E1,3番,35.182174,136.955360
谷口,たにぐち,31215301,31215,301,1番,35.182795,136.953149
谷口,たにぐち,31215701,31215,701,2番,35.182814,136.953849
谷口,たにぐち,312151W1,31215,1W1,7番,35.182037,136.953383
谷口,たにぐち,312155W1,31215,5W1,5番,35.183541,136.953738
谷口,たにぐち,312155W2,31215,5W2,4番,35.182447,136.953509
田幡一丁目,たばたいっちょうめ,31217501,31217,501,1番,35.194450,136.906985
玉川町,たまがわちょう,31220101,31220,101,2番,35.119724,136.877478
玉川町,たまがわちょう,31220501,31220,501,1番,35.119061,136.877654
玉野川学園,たまのがわがくえん,31225101,31225,101,2番,35.231503,137.018906
玉野川学園,たまのがわがくえん,31225501,31225,501,1番,35.231567,137.019139
玉船町三丁目,たまふねちょうさんちょうめ,31230101,31230,101,2番,35.121128,136.875789
玉船町三丁目,たまふねちょうさんちょうめ,31230501,31230,501,1番,35.120412,136.875958
檀渓通三丁目,だんけいどおりさんちょうめ,31235101,31235,101,2番,35.144037,136.945668
檀渓通三丁目,だんけいどおりさんちょうめ,31235501,31235,501,1番,35.143854,136.945798
丹後通,たんごどおり,31240101,31240,101,2番,35.078960,136.924407
丹後通,たんごどおり,31240501,31240,501,1番,35.077313,136.925149
地下鉄岩塚,ちかてついわつか,32000101,32000,101,6番,35.158449,136.854317
地下鉄岩塚,ちかてついわつか,32000301,32000,301,2番,35.157883,136.853439
地下鉄岩塚,ちかてついわつか,32000302,32000,302,1番,35.157870,136.855432
地下鉄岩塚,ちかてついわつか,32000501,32000,501,5番,35.156941,136.854373
地下鉄岩塚,ちかてついわつか,32000701,32000,701,4番,35.157653,136.853420
地下鉄岩塚,ちかてついわつか,32000702,32000,702,3番,35.157660,136.853187
地下鉄相生山,ちかてつあいおいやま,32003301,32003,301,1番,35.102541,136.977171
地下鉄相生山,ちかてつあいおいやま,32003701,32003,701,2番,35.102452,136.975805
地下鉄植田,ちかてつうえだ,32005302,32005,302,降車,35.128732,136.987702
地下鉄植田,ちかてつうえだ,32005701,32005,701,2番,35.129032,136.987645
地下鉄植田,ちかてつうえだ,32005702,32005,702,1番,35.129009,136.987435
地下鉄神沢,ちかてつかみさわ,32006101,32006,101,2番,35.098366,136.989563
地下鉄神沢,ちかてつかみさわ,32006501,32006,501,1番,35.099182,136.988824
地下鉄自由ケ丘,ちかてつじゆうがおか,32007901,32007,901,降車,35.175503,136.967164
地下鉄自由ケ丘,ちかてつじゆうがおか,32007903,32007,903,2番,35.175428,136.967324
地下鉄自由ケ丘,ちかてつじゆうがおか,32007904,32007,904,1番,35.175265,136.967397
地下鉄太閤通,ちかてつたいこうどおり,32009101,32009,101,7番,35.168627,136.872481
地下鉄太閤通,ちかてつたいこうどおり,32009301,32009,301,2番,35.167793,136.871030
地下鉄太閤通,ちかてつたいこうどおり,32009302,32009,302,1番,35.167708,136.873742
地下鉄太閤通,ちかてつたいこうどおり,32009501,32009,501,6番,35.168580,136.872729
地下鉄太閤通,ちかてつたいこうどおり,32009701,32009,701,5番,35.167500,136.873896
地下鉄太閤通,ちかてつたいこうどおり,32009702,32009,702,4番,35.167616,136.871614
地下鉄高畑,ちかてつたかばた,32010101,32010,101,降車,35.139773,136.853313
地下鉄高畑,ちかてつたかばた,32010103,32010,103,降車,35.140993,136.853242
地下鉄高畑,ちかてつたかばた,32010104,32010,104,7番,35.141260,136.853238
地下鉄高畑,ちかてつたかばた,32010301,32010,301,2番,35.140442,136.854363
地下鉄高畑,ちかてつたかばた,32010302,32010,302,1番,35.140447,136.854595
地下鉄高畑,ちかてつたかばた,32010501,32010,501,6番,35.139794,136.853555
地下鉄高畑,ちかてつたかばた,32010502,32010,502,5番,35.139658,136.853566
地下鉄高畑,ちかてつたかばた,32010503,32010,503,4番,35.139525,136.853577
地下鉄高畑,ちかてつたかばた,32010700,32010,700,8番,35.140270,136.852806
地下鉄高畑,ちかてつたかばた,32010701,32010,701,3番,35.140269,136.852727
地下鉄鳴子北,ちかてつなるこきた,32011301,32011,301,降車,35.102448,136.964056
地下鉄鳴子北,ちかてつなるこきた,32011701,32011,701,降車,35.102591,136.965704
地下鉄鳴子北,ちかてつなるこきた,32011702,32011,702,4番,35.102256,136.963882
地下鉄鳴子北,ちかてつなるこきた,32011901,32011,901,降車,35.102238,136.965638
地下鉄鳴子北,ちかてつなるこきた,32011902,32011,902,3番,35.102327,136.965900
地下鉄鳴子北,ちかてつなるこきた,32011903,32011,903,2番,35.102347,136.966114
地下鉄鳴子北,ちかてつなるこきた,32011904,32011,904,1番,35.102185,136.966281
地下鉄徳重,ちかてつとくしげ,32012901,32012,901,降車,35.094880,136.998299
地下鉄徳重,ちかてつとくしげ,32012902,32012,902,4番,35.094960,136.998146
地下鉄徳重,ちかてつとくしげ,32012903,32012,903,3番,35.094986,136.998120
地下鉄徳重,ちかてつとくしげ,32012904,32012,904,2番,35.095130,136.998132
地下鉄徳重,ちかてつとくしげ,32012905,32012,905,1番,35.095163,136.998288
地下鉄八田,ちかてつはった,32015301,32015,301,1番,35.147451,136.854071
地下鉄八田,ちかてつはった,32015701,32015,701,2番,35.147458,136.854447
地下鉄原,ちかてつはら,32020002,32020,002,2番,35.126055,136.995931
地下鉄原,ちかてつはら,32020003,32020,003,1番,35.125960,136.995763
地下鉄原,ちかてつはら,32020301,32020,301,降車,35.125765,136.996091
地下鉄平針,ちかてつひらばり,32025002,32025,002,降車,35.123132,137.007437
地下鉄平針,ちかてつひらばり,32025003,32025,003,2番,35.122875,137.007088
地下鉄平針,ちかてつひらばり,32025004,32025,004,1番,35.123213,137.007140
地下鉄平針,ちかてつひらばり,32025101,32025,101,降車,35.122982,137.007539
地下鉄吹上,ちかてつふきあげ,32027101,32027,101,4番,35.158497,136.935041
地下鉄吹上,ちかてつふきあげ,32027301,32027,301,1番,35.159813,136.933522
地下鉄吹上,ちかてつふきあげ,32027302,32027,302,0番,35.159396,136.936652
地下鉄吹上,ちかてつふきあげ,32027501,32027,501,3番,35.157420,136.935101
地下鉄吹上,ちかてつふきあげ,32027701,32027,701,2番,35.159120,136.934729
地下鉄堀田,ちかてつほりた,32030101,32030,101,4番,35.115987,136.921600
地下鉄堀田,ちかてつほりた,32030301,32030,301,1番,35.116792,136.922916
地下鉄堀田,ちかてつほりた,32030501,32030,501,3番,35.116025,136.922026
地下鉄堀田,ちかてつほりた,32030701,32030,701,2番,35.116625,136.923421
千竃通二丁目,ちがまどおりにちょうめ,32035101,32035,101,2番,35.104150,136.923808
千竃通二丁目,ちがまどおりにちょうめ,32035502,32035,502,1番,35.105259,136.923726
千竃通五丁目,ちがまどおりごちょうめ,32040101,32040,101,2番,35.101026,136.925456
千竃通五丁目,ちがまどおりごちょうめ,32040501,32040,501,1番,35.101188,136.925805
千竃通七丁目,ちがまどおりななちょうめ,32045101,32045,101,2番,35.098215,136.926961
千竃通七丁目,ちがまどおりななちょうめ,32045501,32045,501,1番,35.097324,136.927872
千種駅前,ちくさえきまえ,32050002,32050,002,降車,35.169931,136.930854
千種駅前,ちくさえきまえ,32050003,32050,003,1番,35.170296,136.931212
千種駅前,ちくさえきまえ,32050301,32050,301,4番,35.169844,136.930808
千種駅前,ちくさえきまえ,32050302,32050,302,3番,35.169835,136.931035
千種駅前,ちくさえきまえ,32050501,32050,501,降車,35.170173,136.931486
千種駅前,ちくさえきまえ,32050502,32050,502,2番,35.170013,136.931477
千種駅前,ちくさえきまえ,32050701,32050,701,5番,35.169574,136.932305
千種スポーツセンター,ちくさすぽーつせんたー,32052301,32052,301,1番,35.161053,136.980319
千種スポーツセンター,ちくさすぽーつせんたー,32052701,32052,701,2番,35.160629,136.979619
千種台中学校,ちくさだいちゅうがっこう,32053301,32053,301,1番,35.177574,136.969847
千種台中学校,ちくさだいちゅうがっこう,32053701,32053,701,3番,35.177505,136.969631
千種台中学校,ちくさだいちゅうがっこう,32053702,32053,702,2番,35.177572,136.969168
千種本町,ちくさほんまち,32055301,32055,301,1番,35.164619,136.927513
千種本町,ちくさほんまち,32055701,32055,701,2番,35.164758,136.927064
築盛町,ちくもりちょう,32058301,32058,301,1番,35.105405,136.872622
築盛町,ちくもりちょう,32058701,32058,701,2番,35.105021,136.871417
知多,ちた,32060101,32060,101,2番,35.110784,136.826126
知多,ちた,32060501,32060,501,1番,35.111170,136.826211
知多三丁目,ちたさんちょうめ,32062101,32062,101,2番,35.112352,136.825927
知多三丁目,ちたさんちょうめ,32062501,32062,501,1番,35.112327,136.826070
秩父通,ちちぶどおり,32065101,32065,101,3番,35.197564,136.890424
秩父通,ちちぶどおり,32065301,32065,301,1番,35.197206,136.891209
秩父通,ちちぶどおり,32065501,32065,501,2番,35.196321,136.890698
千年,ちとせ,32070101,32070,101,6番,35.112327,136.894342
千年,ちとせ,32070301,32070,301,2番,35.113316,136.894542
千年,ちとせ,32070302,32070,302,1番,35.113006,136.896079
千年,ちとせ,32070501,32070,501,5番,35.113798,136.895831
千年,ちとせ,32070502,32070,502,4番,35.112415,136.894720
千年,ちとせ,32070701,32070,701,3番,35.113159,136.894470
千年一丁目,ちとせいっちょうめ,32075101,32075,101,2番,35.118234,136.901625
千年一丁目,ちとせいっちょうめ,32075501,32075,501,1番,35.117662,136.901490
千年二丁目,ちとせにちょうめ,32080101,32080,101,2番,35.113830,136.898876
千年二丁目,ちとせにちょうめ,32080501,32080,501,1番,35.114759,136.899505
千早,ちはや,32085301,32085,301,1番,35.160815,136.924172
千早,ちはや,32085701,32085,701,2番,35.160215,136.922385
千早小学校,ちはやしょうがっこう,32090302,32090,302,1番,35.161452,136.918130
千早小学校,ちはやしょうがっこう,32090701,32090,701,2番,35.160679,136.918252
茶屋ケ坂,ちゃやがさか,32095301,32095,301,3番,35.183316,136.959943
茶屋ケ坂,ちゃやがさか,32095701,32095,701,4番,35.183305,136.960606
茶屋ケ坂,ちゃやがさか,32095901,32095,901,降車,35.184644,136.962548
茶屋ケ坂,ちゃやがさか,32095902,32095,902,2番,35.184497,136.962693
茶屋ケ坂,ちゃやがさか,32095903,32095,903,1番,35.184284,136.962684
中央卸売市場前,ちゅうおうおろしうりしじょうまえ,32105101,32105,101,2番,35.135894,136.893115
中央卸売市場前,ちゅうおうおろしうりしじょうまえ,32105501,32105,501,1番,35.136416,136.893445
中京病院,ちゅうきょうびょういん,32110101,32110,101,4番,35.109590,136.902894
中京病院,ちゅうきょうびょういん,32110301,32110,301,1番,35.110237,136.903703
中京病院,ちゅうきょうびょういん,32110501,32110,501,3番,35.109449,136.903063
中京病院,ちゅうきょうびょういん,32110701,32110,701,2番,35.109871,136.903902
中郷町,ちゅうごうちょう,32115101,32115,101,4番,35.137297,136.848023
中郷町,ちゅうごうちょう,32115301,32115,301,1番,35.136720,136.848617
中郷町,ちゅうごうちょう,32115501,32115,501,3番,35.136229,136.848225
中郷町,ちゅうごうちょう,32115701,32115,701,2番,35.136665,136.847467
忠次,ちゅうじ,32117101,32117,101,2番,35.100462,136.918798
忠次,ちゅうじ,32117501,32117,501,1番,35.100511,136.918896
中部電力 MIRAI TOWER,ちゅうぶでんりょくみらいたわー,32119501,32119,501,,35.171478,136.908973
中丸町,ちゅうまるちょう,32120101,32120,101,2番,35.205598,136.903199
中丸町,ちゅうまるちょう,32120501,32120,501,1番,35.205262,136.903272
長栄,ちょうえい,32125301,32125,301,1番,35.193964,136.965199
長栄,ちょうえい,32125701,32125,701,2番,35.193866,136.965431
町田橋,ちょうだばし,32127301,32127,301,1番,35.159842,137.003913
町田橋,ちょうだばし,32127701,32127,701,2番,35.160056,137.005008
長母寺前,ちょうぼじまえ,32130101,32130,101,2番,35.193384,136.946394
長母寺前,ちょうぼじまえ,32130501,32130,501,1番,35.193470,136.946626
千代田,ちよだ,32135301,32135,301,1番,35.195999,136.975753
千代田,ちよだ,32135701,32135,701,2番,35.195614,136.974909
千代田五丁目,ちよだごちょうめ,32138101,32138,101,2番,35.158683,136.915707
千代田五丁目,ちよだごちょうめ,32138501,32138,501,1番,35.157925,136.916152
千代田橋,ちよだばし,32140101,32140,101,2番,35.189189,136.969374
千代田橋,ちよだばし,32140501,32140,501,1番,35.189205,136.969590
築三町,つきさんちょう,33000301,33000,301,1番,35.095347,136.872821
築三町,つきさんちょう,33000701,33000,701,2番,35.095437,136.873610
津賀田神社,つかたじんじゃ,33002301,33002,301,1番,35.121119,136.929834
津賀田神社,つかたじんじゃ,33002701,33002,701,2番,35.121068,136.930108
月ケ丘,つきがおか,33003101,33003,101,2番,35.174724,136.956205
月ケ丘,つきがおか,33003501,33003,501,1番,35.174951,136.956376
築地口,つきじぐち,33005102,33005,102,5番,35.099964,136.883072
築地口,つきじぐち,33005301,33005,301,1番,35.099499,136.883759
築地口,つきじぐち,33005502,33005,502,4番,35.098332,136.883056
築地口,つきじぐち,33005701,33005,701,3番,35.098774,136.882381
築地口,つきじぐち,33005702,33005,702,2番,35.098714,136.882218
月縄手,つきなわて,33010101,33010,101,2番,35.226708,136.896478
月縄手,つきなわて,33010501,33010,501,1番,35.226880,136.896605
辻本通,つじほんどおり,33015101,33015,101,4番,35.204644,136.923931
辻本通,つじほんどおり,33015301,33015,301,1番,35.204075,136.921969
辻本通,つじほんどおり,33015501,33015,501,3番,35.204775,136.924002
辻本通,つじほんどおり,33015701,33015,701,2番,35.204005,136.922122
辻町,つじまち,33020101,33020,101,3番,35.209141,136.923397
辻町,つじまち,33020501,33020,501,2番,35.208303,136.923589
辻町,つじまち,33020701,33020,701,1番,35.208730,136.923089
土原荘,つちはらそう,33022301,33022,301,1番,35.113778,136.981732
土原荘,つちはらそう,33022701,33022,701,2番,35.114088,136.980961
鶴が沢,つるがさわ,33023301,33023,301,1番,35.093589,137.006544
鶴が沢,つるがさわ,33023701,33023,701,2番,35.093547,137.006620
鶴舞公園北口,つるまこうえんきたぐち,33025101,33025,101,5番,35.159229,136.918722
鶴舞公園北口,つるまこうえんきたぐち,33025501,33025,501,4番,35.158345,136.918484
鶴舞公園北口,つるまこうえんきたぐち,33025701,33025,701,3番,35.157758,136.918722
鶴舞公園北口,つるまこうえんきたぐち,33025702,33025,702,2番,35.158185,136.917507
鶴舞公園,つるまこうえん,33030101,33030,101,5番,35.157175,136.915881
鶴舞公園,つるまこうえん,33030201,33030,201,6番,35.156828,136.916645
鶴舞公園,つるまこうえん,33030501,33030,501,降車,35.157102,136.916265
鶴舞公園,つるまこうえん,33030502,33030,502,2番,35.154941,136.916651
鶴舞公園,つるまこうえん,33030503,33030,503,3番,35.154612,136.916747
鶴舞公園,つるまこうえん,33030701,33030,701,1番,35.156067,136.914836
露橋一丁目,つゆはしいっちょうめ,33040101,33040,101,2番,35.151399,136.885251
露橋一丁目,つゆはしいっちょうめ,33040501,33040,501,1番,35.152063,136.885502
露橋公園,つゆはしこうえん,33043101,33043,101,2番,35.149032,136.887743
露橋公園,つゆはしこうえん,33043501,33043,501,1番,35.149604,136.887824
露橋スポーツセンター,つゆはしすぽーつせんたー,33045101,33045,101,2番,35.149173,136.884777
露橋スポーツセンター,つゆはしすぽーつせんたー,33045501,33045,501,1番,35.149325,136.884917
露橋二丁目,つゆはしにちょうめ,33050101,33050,101,2番,35.145812,136.887349
露橋二丁目,つゆはしにちょうめ,33050501,33050,501,1番,35.145715,136.887436
出口町,でぐちちょう,34000301,34000,301,1番,35.144849,136.929767
出口町,でぐちちょう,34000701,34000,701,2番,35.144902,136.928887
寺腰,てらこし,34005301,34005,301,1番,35.140677,136.838913
寺腰,てらこし,34005701,34005,701,2番,35.140519,136.838866
寺林,てらばやし,34007301,34007,301,1番,35.252014,137.031759
寺林,てらばやし,34007701,34007,701,2番,35.251422,137.031153
伝治山,でんじやま,34010301,34010,301,1番,35.091868,136.957826
伝治山,でんじやま,34010701,34010,701,2番,35.091894,136.956771
天神下,てんじんした,34013701,34013,701,1番,35.192716,136.987991
天神橋,てんじんばし,34015101,34015,101,2番,35.202072,136.939795
天神橋,てんじんばし,34015501,34015,501,1番,35.201440,136.939799
天神山,てんじんやま,34020101,34020,101,5番,35.190150,136.886813
天神山,てんじんやま,34020301,34020,301,1番,35.192110,136.886560
天神山,てんじんやま,34020501,34020,501,4番,35.191323,136.887170
天神山,てんじんやま,34020502,34020,502,3番,35.189040,136.886870
天神山,てんじんやま,34020701,34020,701,2番,35.191993,136.886141
天王崎橋東,てんのうざきばしひがし,34021301,34021,301,1番,35.166067,136.893331
天王崎橋東,てんのうざきばしひがし,34021501,34021,501,2番,35.165648,136.892441
天白高校,てんぱくこうこう,34022301,34022,301,1番,35.132335,136.995385
天白高校,てんぱくこうこう,34022701,34022,701,2番,35.132214,136.993897
天王橋,てんのうばし,34024301,34024,301,,35.243103,137.016872
天王橋,てんのうばし,34024701,34024,701,,35.243021,137.017062
天白消防署,てんぱくしょうぼうしょ,34025101,34025,101,4番,35.113712,136.993916
天白消防署,てんぱくしょうぼうしょ,34025102,34025,102,3番,35.114744,136.993340
天白消防署,てんぱくしょうぼうしょ,34025501,34025,501,2番,35.113552,136.994167
天白消防署,てんぱくしょうぼうしょ,34025701,34025,701,1番,35.113865,136.993361
天白公園,てんぱくこうえん,34028701,34028,701,1番,35.119075,136.987305
天白中学校前,てんぱくちゅうがっこうまえ,34030101,34030,101,2番,35.118438,136.978243
天白中学校前,てんぱくちゅうがっこうまえ,34030501,34030,501,1番,35.117911,136.978766
天白町菅田,てんぱくちょうすげた,34035101,34035,101,2番,35.113757,136.966140
天白町菅田,てんぱくちょうすげた,34035501,34035,501,1番,35.113841,136.966522
天白図書館,てんぱくとしょかん,34038101,34038,101,2番,35.122501,136.983361
天白図書館,てんぱくとしょかん,34038301,34038,301,1番,35.123374,136.983622
天白橋,てんぱくばし,34040301,34040,301,1番,35.092303,136.947221
天白橋,てんぱくばし,34040701,34040,701,2番,35.092478,136.946658
天白福祉会館,てんぱくふくしかいかん,34043101,34043,101,1番,35.119083,136.984055
天白郵便局,てんぱくゆうびんきょく,34045101,34045,101,2番,35.119078,136.972058
天白郵便局,てんぱくゆうびんきょく,34045501,34045,501,1番,35.118195,136.971128
天満通一丁目,てんまどおりいっちょうめ,34050101,34050,101,2番,35.180235,136.955837
天満通一丁目,てんまどおりいっちょうめ,34050501,34050,501,1番,35.180512,136.956008
天満通二丁目,てんまどおりにちょうめ,34055101,34055,101,2番,35.177893,136.955991
天満通二丁目,てんまどおりにちょうめ,34055501,34055,501,1番,35.178071,136.956164
土居下,どいした,35000101,35000,101,2番,35.187194,136.908460
土居下,どいした,35000501,35000,501,1番,35.187602,136.908562
東海通,とうかいどおり,35005101,35005,101,7番,35.112339,136.885613
東海通,とうかいどおり,35005301,35005,301,2番,35.113449,136.885285
東海通,とうかいどおり,35005501,35005,501,6番,35.114944,136.886587
東海通,とうかいどおり,35005502,35005,502,5番,35.112496,136.886055
東海通,とうかいどおり,35005701,35005,701,4番,35.113290,136.885292
東海通,とうかいどおり,35005702,35005,702,3番,35.113294,136.884993
東海通二丁目,とうかいどおりにちょうめ,35010301,35010,301,1番,35.113372,136.890484
東海通二丁目,とうかいどおりにちょうめ,35010701,35010,701,2番,35.113211,136.890721
東海橋,とうかいばし,350151E1,35015,1E1,5番,35.115137,136.877631
東海橋,とうかいばし,350155E1,35015,5E1,3番,35.114377,136.877782
東海橋,とうかいばし,35015301,35015,301,1番,35.113610,136.875483
東海橋,とうかいばし,35015701,35015,701,2番,35.113454,136.874882
東海橋,とうかいばし,35015901,35015,901,降車,35.115181,136.875862
東海橋,とうかいばし,350151W1,35015,1W1,7番,35.114402,136.875984
東海橋,とうかいばし,350151W2,35015,1W2,6番,35.116040,136.875947
東海橋,とうかいばし,350155W1,35015,5W1,4番,35.114221,136.876128
東海病院前,とうかいびょういんまえ,35020301,35020,301,1番,35.186532,136.964465
東海病院前,とうかいびょういんまえ,35020701,35020,701,2番,35.185986,136.965189
東郊通一丁目,とうこうどおりいっちょうめ,35025101,35025,101,2番,35.151383,136.916938
東郊通一丁目,とうこうどおりいっちょうめ,35025501,35025,501,1番,35.151415,136.917298
東郊通二丁目,とうこうどおりにちょうめ,35030301,35030,301,1番,35.150407,136.916275
東郊通二丁目,とうこうどおりにちょうめ,35030701,35030,701,3番,35.150089,136.918288
東郊通二丁目,とうこうどおりにちょうめ,35030702,35030,702,2番,35.150137,136.916114
東谷山フルーツパーク,とうごくさんふるーつぱーく,35032901,35032,901,降車,35.255180,137.042937
東谷山フルーツパーク,とうごくさんふるーつぱーく,35032902,35032,902,1番,35.255108,137.042675
東谷橋,とうごくばし,35033301,35033,301,1番,35.257746,137.042464
東谷橋,とうごくばし,35033701,35033,701,2番,35.257166,137.041237
東郊通三丁目,とうこうどおりさんちょうめ,35035101,35035,101,4番,35.148419,136.917234
東郊通三丁目,とうこうどおりさんちょうめ,35035301,35035,301,1番,35.147217,136.918428
東郊通三丁目,とうこうどおりさんちょうめ,35035501,35035,501,3番,35.148123,136.917656
東郊通三丁目,とうこうどおりさんちょうめ,35035701,35035,701,2番,35.147042,136.916597
東新町,とうしんちょう,35037101,35037,101,5番,35.170789,136.914294
東新町,とうしんちょう,35037301,35037,301,1番,35.169600,136.916123
東新町,とうしんちょう,35037501,35037,501,4番,35.167710,136.914947
東新町,とうしんちょう,350377N1,35037,7N1,2番,35.170230,136.913874
