停留所名称,停留所かな,停留所+乗降場所ｺｰﾄﾞ,停留所ｺｰﾄﾞ,乗降場所ｺｰﾄﾞ,乗降場所補足情報,緯度,経度
明和高校前,めいわこうこうまえ,64075501,64075,501,1番,35.184052,136.908852
元塩町,もとしおちょう,65000101,65000,101,2番,35.086738,136.922460
元塩町,もとしおちょう,65000501,65000,501,1番,35.085828,136.923019
元柴田西町,もとしばたにしまち,65005301,65005,301,1番,35.075540,136.903486
元柴田西町,もとしばたにしまち,65005701,65005,701,2番,35.075366,136.903714
本星崎町,もとほしざきちょう,65010101,65010,101,2番,35.087082,136.932943
本星崎町,もとほしざきちょう,65010501,65010,501,1番,35.087145,136.933302
元八事四丁目,もとやごとよんちょうめ,65015101,65015,101,2番,35.126485,136.974846
元八事四丁目,もとやごとよんちょうめ,65015501,65015,501,1番,35.127392,136.975631
元柳原町,もとやなぎはらちょう,65020301,65020,301,1番,35.189677,136.910465
元柳原町,もとやなぎはらちょう,65020701,65020,701,2番,35.189624,136.909811
本山,もとやま,65025101,65025,101,4番,35.162717,136.963744
本山,もとやま,65025102,65025,102,3番,35.164567,136.964392
本山,もとやま,65025301,65025,301,5番,35.163711,136.964381
本山,もとやま,65025501,65025,501,2番,35.164645,136.964645
本山,もとやま,65025502,65025,502,1番,35.162978,136.963875
本山,もとやま,65025701,65025,701,6番,35.163209,136.964993
百々ケ池,ももがいけ,65030101,65030,101,2番,35.137774,136.985615
百々ケ池,ももがいけ,65030501,65030,501,1番,35.137165,136.985233
桃山住宅,ももやまじゅうたく,65035301,65035,301,1番,35.104685,136.991433
桃山住宅,ももやまじゅうたく,65035701,65035,701,2番,35.105422,136.990237
桃山二丁目,ももやまにちょうめ,65036301,65036,301,1番,35.104156,136.992997
桃山二丁目,ももやまにちょうめ,65036701,65036,701,2番,35.104138,136.992785
桃山小学校,ももやましょうがっこう,65037401,65037,401,1番,35.101061,136.986606
桃山小学校,ももやましょうがっこう,65037801,65037,801,2番,35.101641,136.985694
森下駅,もりしたえき,65038101,65038,101,2番,35.188895,136.930178
森下駅,もりしたえき,65038501,65038,501,1番,35.188881,136.930289
森田町,もりたちょう,65040101,65040,101,2番,35.178873,136.863601
森田町,もりたちょう,65040501,65040,501,1番,35.178192,136.863697
森の里荘,もりのさとそう,65044101,65044,101,2番,35.061887,136.940136
森の里荘,もりのさとそう,65044501,65044,501,1番,35.061425,136.940129
森宮町,もりみやちょう,65047301,65047,301,1番,35.208387,136.967152
森宮町,もりみやちょう,65047701,65047,701,2番,35.208414,136.966347
守山,もりやま,65048101,65048,101,2番,35.199824,136.955773
守山,もりやま,65048501,65048,501,1番,35.199136,136.956217
守山,もりやま,650481G1,65048,1G1,,35.197445,136.956477
守山,もりやま,650485G1,65048,5G1,,35.197464,136.956578
守山東,もりやまひがし,65050301,65050,301,1番,35.197542,136.961419
守山東,もりやまひがし,65050701,65050,701,2番,35.197415,136.961257
守山区役所,もりやまくやくしょ,65060101,65060,101,2番,35.203492,136.975650
守山区役所,もりやまくやくしょ,65060501,65060,501,1番,35.204086,136.975914
守山区役所南,もりやまくやくしょみなみ,65065301,65065,301,1番,35.201136,136.976824
守山区役所南,もりやまくやくしょみなみ,65065701,65065,701,2番,35.201162,136.977306
守山自衛隊,もりやまじえいたい,65067301,65067,301,1番,35.196954,136.958440
守山自衛隊,もりやまじえいたい,65067701,65067,701,2番,35.196723,136.957515
守山小学校,もりやましょうがっこう,65073301,65073,301,1番,35.201488,136.963308
守山小学校,もりやましょうがっこう,65073701,65073,701,2番,35.201587,136.964540
守山新堀,もりやましんぼり,65075301,65075,301,1番,35.211604,136.936059
守山新堀,もりやましんぼり,65075701,65075,701,2番,35.211513,136.935869
守山図書館,もりやまとしょかん,65080301,65080,301,1番,35.196502,136.955118
守山図書館,もりやまとしょかん,65080701,65080,701,2番,35.196485,136.955528
守山西中学校,もりやまにしちゅうがっこう,65085101,65085,101,4番,35.206390,136.954059
守山西中学校,もりやまにしちゅうがっこう,65085301,65085,301,1番,35.207134,136.955840
守山西中学校,もりやまにしちゅうがっこう,65085501,65085,501,3番,35.206205,136.954147
守山西中学校,もりやまにしちゅうがっこう,65085701,65085,701,2番,35.207093,136.955160
守山東中学校,もりやまひがしちゅうがっこう,65090301,65090,301,1番,35.202559,136.982189
守山東中学校,もりやまひがしちゅうがっこう,65090701,65090,701,2番,35.202198,136.981196
守山プール,もりやまぷーる,65095101,65095,101,4番,35.210085,136.961730
守山プール,もりやまぷーる,65095301,65095,301,1番,35.209012,136.963254
守山プール,もりやまぷーる,65095701,65095,701,3番,35.209047,136.962421
守山プール,もりやまぷーる,65095702,65095,702,2番,35.209383,136.960327
諸ノ木,もろのき,65100101,65100,101,3番,35.074979,137.004706
諸ノ木,もろのき,65100102,65100,102,2番,35.076921,137.003546
諸ノ木,もろのき,65100501,65100,501,1番,35.075587,137.004540
諸の木北公園,もろのききたこうえん,65103201,65103,201,1番,35.084006,137.005971
諸の木北公園,もろのききたこうえん,65103601,65103,601,2番,35.082763,137.005633
諸ノ木口,もろのきぐち,65105201,65105,201,3番,35.079195,137.000543
諸ノ木口,もろのきぐち,65105202,65105,202,2番,35.081063,137.003299
諸ノ木口,もろのきぐち,65105501,65105,501,1番,35.079049,137.002253
諸ノ木口,もろのきぐち,65105601,65105,601,4番,35.079545,137.001238
焼山,やきやま,71000101,71000,101,2番,35.143347,136.991379
焼山,やきやま,71000501,71000,501,1番,35.143126,136.991405
焼山橋,やきやまばし,71005301,71005,301,1番,35.144717,136.991529
焼山橋,やきやまばし,71005701,71005,701,2番,35.145121,136.990296
薬師通,やくしどおり,71010301,71010,301,1番,35.108131,136.926998
薬師通,やくしどおり,71010701,71010,701,2番,35.107964,136.925996
薬師通三丁目,やくしどおりさんちょうめ,71015301,71015,301,1番,35.108137,136.930005
薬師通三丁目,やくしどおりさんちょうめ,71015701,71015,701,2番,35.107972,136.930408
八熊通,やぐまどおり,71020101,71020,101,6番,35.140655,136.892994
八熊通,やぐまどおり,71020300,71020,300,2番,35.140361,136.892009
八熊通,やぐまどおり,71020301,71020,301,1番,35.140197,136.894029
八熊通,やぐまどおり,71020501,71020,501,5番,35.141023,136.893321
八熊通,やぐまどおり,71020701,71020,701,4番,35.140010,136.894331
八熊通,やぐまどおり,71020702,71020,702,3番,35.140195,136.892142
八熊通二丁目,やぐまどおりにちょうめ,71025301,71025,301,1番,35.140508,136.890225
八熊通二丁目,やぐまどおりにちょうめ,71025501,71025,501,3番,35.139758,136.889265
八熊通二丁目,やぐまどおりにちょうめ,71025701,71025,701,2番,35.140476,136.888718
八熊橋,やぐまばし,71030101,71030,101,2番,35.144504,136.875076
八熊橋,やぐまばし,71030501,71030,501,1番,35.144252,136.875228
八雲町,やぐもちょう,71035301,71035,301,1番,35.152688,136.963531
八雲町,やぐもちょう,71035701,71035,701,2番,35.152628,136.962746
八事,やごと,71040100,71040,100,9番,35.135594,136.963730
八事,やごと,71040101,71040,101,7番,35.137617,136.965246
八事,やごと,71040202,71040,202,8番,35.136460,136.963011
八事,やごと,71040301,71040,301,2番,35.137734,136.963198
八事,やごと,71040501,71040,501,6番,35.137449,136.965263
八事,やごと,71040601,71040,601,5番,35.136305,136.963093
八事,やごと,71040702,71040,702,3番,35.137337,136.963418
八事音聞山,やごとおとききやま,71045101,71045,101,2番,35.130742,136.966723
八事音聞山,やごとおとききやま,71045501,71045,501,1番,35.130432,136.967079
八事表山,やごとおもてやま,71050101,71050,101,2番,35.128462,136.959150
八事表山,やごとおもてやま,71050501,71050,501,1番,35.128597,136.959221
八事天道,やごとてんどう,71055101,71055,101,2番,35.134006,136.962400
八事天道,やごとてんどう,71055501,71055,501,1番,35.134736,136.962880
八事日赤病院,やごとにっせきびょういん,71060101,71060,101,4番,35.144284,136.965026
八事日赤病院,やごとにっせきびょういん,71060301,71060,301,1番,35.146716,136.965178
八事日赤病院,やごとにっせきびょういん,71060501,71060,501,3番,35.144544,136.965090
八事日赤病院,やごとにっせきびょういん,71060701,71060,701,2番,35.146463,136.963315
社台一丁目,やしろだいいっちょうめ,71062301,71062,301,1番,35.172947,136.995000
社台一丁目,やしろだいいっちょうめ,71062501,71062,501,2番,35.172056,136.994448
安井町,やすいちょう,71070301,71070,301,1番,35.211586,136.918647
安井町,やすいちょう,71070701,71070,701,2番,35.211522,136.917577
安井町西,やすいちょうにし,71075301,71075,301,降車,35.211727,136.913770
安井町西,やすいちょうにし,71075302,71075,302,1番,35.211723,136.914265
安井町西,やすいちょうにし,71075701,71075,701,降車,35.211629,136.914788
安井町西,やすいちょうにし,71075702,71075,702,2番,35.211658,136.913643
安井町東,やすいちょうひがし,71080301,71080,301,1番,35.211287,136.921275
安井町東,やすいちょうひがし,71080701,71080,701,2番,35.211035,136.921811
八筋町,やすじちょう,71083101,71083,101,2番,35.219778,136.879033
八筋町,やすじちょう,71083501,71083,501,1番,35.219988,136.879030
安田通,やすだどおり,71085301,71085,301,1番,35.155745,136.942964
安田通,やすだどおり,71085701,71085,701,2番,35.156625,136.941236
矢田,やだ,71090101,71090,101,4番,35.191588,136.944529
矢田,やだ,71090300,71090,300,0番,35.191503,136.942015
矢田,やだ,71090301,71090,301,1番,35.190859,136.944841
矢田,やだ,71090501,71090,501,3番,35.189954,136.943491
矢田,やだ,71090701,71090,701,2番,35.191220,136.942184
矢田川橋,やだがわばし,71092101,71092,101,2番,35.195332,136.950795
矢田川橋,やだがわばし,71092501,71092,501,1番,35.195274,136.950954
矢田二丁目,やだにちょうめ,71094501,71094,501,1番,35.192399,136.941533
矢田南三丁目,やだみなみさんちょうめ,71095101,71095,101,2番,35.186145,136.942059
矢田南三丁目,やだみなみさんちょうめ,71095501,71095,501,1番,35.184952,136.941956
矢田南四丁目,やだみなみよんちょうめ,71096501,71096,501,1番,35.187681,136.942793
八剣,やつるぎ,71100301,71100,301,1番,35.207358,137.003280
八剣,やつるぎ,71100701,71100,701,2番,35.206993,137.002565
弥富桜ケ岡,やとみさくらがおか,71105101,71105,101,2番,35.131523,136.958381
弥富桜ケ岡,やとみさくらがおか,71105501,71105,501,1番,35.132408,136.958167
弥富通一丁目,やとみどおりいっちょうめ,71110101,71110,101,4番,35.118431,136.942264
弥富通一丁目,やとみどおりいっちょうめ,71110301,71110,301,1番,35.117819,136.943450
弥富通一丁目,やとみどおりいっちょうめ,71110501,71110,501,3番,35.116985,136.942857
弥富通一丁目,やとみどおりいっちょうめ,71110701,71110,701,2番,35.117664,136.941813
弥富通二丁目,やとみどおりにちょうめ,71115301,71115,301,1番,35.117819,136.946268
弥富通二丁目,やとみどおりにちょうめ,71115701,71115,701,2番,35.117663,136.945520
弥富通三丁目,やとみどおりさんちょうめ,71120101,71120,101,3番,35.118891,136.950116
弥富通三丁目,やとみどおりさんちょうめ,71120301,71120,301,1番,35.118574,136.951305
弥富通三丁目,やとみどおりさんちょうめ,71120701,71120,701,2番,35.118043,136.949532
弥富通四丁目,やとみどおりよんちょうめ,71125301,71125,301,1番,35.119663,136.956502
弥富通四丁目,やとみどおりよんちょうめ,71125701,71125,701,2番,35.119274,136.955438
弥富緑ケ岡,やとみみどりがおか,71127301,71127,301,1番,35.134268,136.956076
弥富緑ケ岡,やとみみどりがおか,71127701,71127,701,2番,35.134221,136.955476
柳内,やなぎうち,71130301,71130,301,1番,35.203120,136.950431
柳内,やなぎうち,71130701,71130,701,2番,35.203039,136.950203
柳橋,やなぎばし,71135101,71135,101,5番,35.167318,136.889657
柳橋,やなぎばし,71135302,71135,302,1番,35.168137,136.890909
柳橋,やなぎばし,71135502,71135,502,4番,35.167284,136.890028
柳橋,やなぎばし,71135701,71135,701,3番,35.167953,136.890819
柳橋西,やなぎばしにし,71137301,71137,301,1番,35.168241,136.888280
柳橋西,やなぎばしにし,711377N1,71137,7N1,3番,35.169033,136.888758
柳橋西,やなぎばしにし,711377S1,71137,7S1,2番,35.167839,136.886972
柳原町,やなぎはらちょう,71140101,71140,101,2番,35.192677,136.907659
柳原町,やなぎはらちょう,71140301,71140,301,1番,35.192351,136.908412
柳原橋,やなぎはらばし,71143301,71143,301,1番,35.153716,136.886183
柳原橋,やなぎはらばし,71143701,71143,701,2番,35.153660,136.887164
柳瀬町,やなせちょう,71144301,71144,301,1番,35.146201,136.848517
柳瀬町,やなせちょう,71144501,71144,501,3番,35.145686,136.848263
柳瀬町,やなせちょう,71144701,71144,701,2番,35.145590,136.847254
矢場町,やばちょう,711451E1,71145,1E1,6番,35.163408,136.908560
矢場町,やばちょう,711455E1,71145,5E1,4番,35.163077,136.909623
矢場町,やばちょう,71145301,71145,301,1番,35.162599,136.907479
矢場町,やばちょう,71145701,71145,701,3番,35.161629,136.909201
矢場町,やばちょう,71145702,71145,702,2番,35.161941,136.905760
矢場町,やばちょう,711451W1,71145,1W1,7番,35.160469,136.906034
矢場町,やばちょう,711455W1,71145,5W1,5番,35.161376,136.906515
薮田,やぶた,71150101,71150,101,4番,35.200960,136.992948
薮田,やぶた,71150301,71150,301,1番,35.201096,136.994589
薮田,やぶた,71150501,71150,501,3番,35.199723,136.994031
