系統ｺｰﾄﾞ,路線ｺｰﾄﾞ,方向ｺｰﾄﾞ,並順,バス停標柱ｺｰﾄﾞ
2115,00,2,22,11153101
2115,00,2,23,51045901
2115,01,2,1,15175301
2115,01,2,2,15175101
2115,01,2,3,62000101
2115,01,2,4,23040101
2115,01,2,5,23035301
2115,01,2,6,34005301
2115,01,2,7,51020301
2115,01,2,8,45005301
2115,01,2,9,32010104
2115,01,2,10,11153101
2115,01,2,11,51045901
2115,02,1,1,51045902
2115,02,1,2,11153501
2115,02,1,3,32010701
2115,02,1,4,45005701
2115,02,1,5,51020701
2115,02,1,6,34005701
2115,02,1,7,23035700
2115,02,1,8,23035501
2115,02,1,9,23040501
2115,02,1,10,62000501
2115,02,1,11,15175501
2115,02,1,12,22357501
2115,02,1,13,53017501
2115,02,1,14,32060501
2115,02,1,15,42044501
2115,02,1,16,42045501
2115,02,1,17,41316901
2115,02,2,1,41316904
2115,02,2,2,42045101
2115,02,2,3,42044101
2115,02,2,4,32060101
2115,02,2,5,53017101
2115,02,2,6,22357101
2115,02,2,7,15175101
2115,02,2,8,62000101
2115,02,2,9,23040101
2115,02,2,10,23035301
2115,02,2,11,34005301
2115,02,2,12,51020301
2115,02,2,13,45005301
2115,02,2,14,32010104
2115,02,2,15,11153101
2115,02,2,16,51045901
2116,00,1,1,32010502
2116,00,1,2,31108501
2116,00,1,3,01180501
2116,00,1,4,41065501
2116,00,1,5,41080501
2116,00,1,6,05005501
2116,00,1,7,02205501
2116,00,1,8,35050701
2116,00,1,9,35052701
2116,00,1,10,64065701
2116,00,1,11,52145701
2116,00,1,12,15155701
2116,00,1,13,22155701
2116,00,1,14,41320701
2116,00,1,15,41319701
2116,00,1,16,42070701
2116,00,1,17,22605701
2116,00,1,18,11225901
2116,00,2,1,11225902
2116,00,2,2,22605301
2116,00,2,3,42070301
2116,00,2,4,41319301
2116,00,2,5,41320301
2116,00,2,6,22155301
2116,00,2,7,15155301
2116,00,2,8,52145301
2116,00,2,9,64065301
2116,00,2,10,35052301
2116,00,2,11,35050301
2116,00,2,12,02205101
2116,00,2,13,05005101
2116,00,2,14,41080101
2116,00,2,15,41065101
2116,00,2,16,01180101
2116,00,2,17,31108101
2116,00,2,18,32010101
2117,00,1,1,32010501
2117,00,1,2,31108501
2117,00,1,3,01180701
2117,00,1,4,02090701
2117,00,1,5,03070701
2117,00,1,6,31037701
2117,00,1,7,31036701
2117,00,1,8,62000501
2117,00,1,9,15175501
2117,00,1,10,15175701
2117,00,1,11,04017701
2117,00,1,12,11112101
2117,00,1,13,35193101
2117,00,1,14,13018101
2117,00,1,15,35145101
2117,00,1,16,51103901
2117,00,1,17,52085101
2117,00,1,18,51054101
2117,00,1,19,22195101
2117,00,1,20,24060701
2117,00,1,21,41228701
2117,00,1,22,42004501
2117,00,1,23,35125901
2117,00,2,1,35125102
2117,00,2,2,42004301
2117,00,2,3,41228301
2117,00,2,4,24060301
2117,00,2,5,22195501
2117,00,2,6,51054501
2117,00,2,7,52085501
2117,00,2,8,51103901
2117,00,2,9,35145501
2117,00,2,10,13018501
2117,00,2,11,35193501
2117,00,2,12,11112501
2117,00,2,13,04017301
2117,00,2,14,15175301
2117,00,2,15,15175101
2117,00,2,16,62000101
2117,00,2,17,31036301
2117,00,2,18,31037301
2117,00,2,19,03070301
2117,00,2,20,02090301
2117,00,2,21,01180101
2117,00,2,22,31108101
2117,00,2,23,32010101
2118,00,1,1,62093101
2118,00,1,2,35005702
2118,00,1,3,82015701
2118,00,1,4,35015701
2118,00,1,5,11247101
2118,00,1,6,53083101
2118,00,1,7,22425101
2118,00,1,8,41115101
2118,00,1,9,31065101
2118,00,1,10,11157701
2118,00,1,11,62098701
2118,00,1,12,61057701
2118,00,1,13,01180101
2118,00,1,14,31108101
2118,00,1,15,32010101
2118,00,2,1,32010501
2118,00,2,2,31108501
2118,00,2,3,01180301
2118,00,2,4,61057301
2118,00,2,5,62098301
2118,00,2,6,11157301
2118,00,2,7,31065501
2118,00,2,8,41115501
2118,00,2,9,22425501
2118,00,2,10,53083501
2118,00,2,11,11247301
2118,00,2,12,35015301
2118,00,2,13,82015301
2118,00,2,14,35005502
2118,00,2,15,62093501
2118,01,1,1,62093101
2118,01,1,2,35005702
2118,01,1,3,82015701
2118,01,1,4,35015701
2118,01,1,5,11247101
2118,01,1,6,53083101
2118,01,1,7,22425101
2118,01,1,8,41115101
2118,01,1,9,31065101
2118,01,1,10,11157701
2118,01,1,11,62098701
2118,01,1,12,61057701
2118,01,1,13,01180101
2118,01,1,14,31108101
2118,01,1,15,32010302
2118,01,1,16,01160301
2118,01,1,17,01162301
2118,01,1,18,22180301
2118,01,1,19,61050501
2118,01,1,20,31055501
2118,01,1,21,41170501
2118,01,1,22,31060301
2118,01,1,23,41120301
2118,01,1,24,41130501
2118,01,1,25,25009501
2118,01,1,26,22310501
2118,01,1,27,85015501
2118,01,1,28,85020501
2118,01,1,29,22160501
2118,01,1,30,35005501
2118,01,1,31,62093501
2118,01,2,1,62093101
2118,01,2,2,35005101
2118,01,2,3,22160101
2118,01,2,4,85020101
2118,01,2,5,85015701
2118,01,2,6,22310101
2118,01,2,7,25009101
2118,01,2,8,41130701
2118,01,2,9,41120701
2118,01,2,10,31060701
2118,01,2,11,41170101
2118,01,2,12,31055101
2118,01,2,13,61050701
2118,01,2,14,22180701
2118,01,2,15,01162701
2118,01,2,16,01160701
2118,01,2,17,32010501
2118,01,2,18,31108501
2118,01,2,19,01180301
2118,01,2,20,61057301
2118,01,2,21,62098301
2118,01,2,22,11157301
2118,01,2,23,31065501
2118,01,2,24,41115501
2118,01,2,25,22425501
2118,01,2,26,53083501
2118,01,2,27,11247301
2118,01,2,28,35015301
2118,01,2,29,82015301
2118,01,2,30,35005502
2118,01,2,31,62093501
2211,00,1,1,05060904
2211,00,1,2,05060304
2211,00,1,3,71090300
2211,00,1,4,71090101
2211,00,1,5,32130101
2211,00,1,6,71092101
2211,00,1,7,65080301
2211,00,1,8,65067301
2211,00,1,9,65050301
2211,00,1,10,52180301
2211,00,1,11,05260101
2211,00,1,12,42037101
2211,00,1,13,05247101
2211,00,1,14,03045301
2211,00,1,15,05250301
2211,00,1,16,05263101
2211,00,1,17,62055902
2211,00,2,1,62055901
2211,00,2,2,05263501
2211,00,2,3,05250701
2211,00,2,4,03045701
2211,00,2,5,05247501
2211,00,2,6,42037501
2211,00,2,7,05260501
2211,00,2,8,52180701
2211,00,2,9,65050701
2211,00,2,10,65067701
2211,00,2,11,65080701
2211,00,2,12,71092501
2211,00,2,13,32130501
2211,00,2,14,71090701
2211,00,2,15,05060702
2211,00,2,16,05060901
2211,01,1,1,05060904
2211,01,1,2,05060304
2211,01,1,3,71090300
2211,01,1,4,71090101
2211,01,1,5,32130101
2211,01,1,6,71092101
2211,01,1,7,65080301
2211,01,1,8,65067301
2211,01,1,9,65050301
2211,01,1,10,52180301
2211,01,1,11,05260301
2211,01,1,12,05245902
2211,01,1,13,65060101
2211,01,1,14,05250101
2211,01,1,15,05263101
2211,01,1,16,62055902
2211,01,2,1,62055901
2211,01,2,2,05263501
2211,01,2,3,05250501
2211,01,2,4,65060501
2211,01,2,5,05245701
2211,01,2,6,05260701
2211,01,2,7,52180701
2211,01,2,8,65050701
2211,01,2,9,65067701
2211,01,2,10,65080701
2211,01,2,11,71092501
2211,01,2,12,32130501
2211,01,2,13,71090701
2211,01,2,14,05060702
2211,01,2,15,05060901
2213,00,1,1,05060703
2213,00,1,2,54000101
2213,00,1,3,05240101
2213,00,1,4,11125101
2213,00,1,5,21095101
2213,00,1,6,62045101
2213,00,1,7,62045701
2213,00,1,8,13001701
2213,00,1,9,01085101
2213,00,1,10,13004101
2213,00,1,11,13000101
2213,00,1,12,02025101
2213,00,1,13,42139101
2213,00,1,14,42144701
2213,00,1,15,42155101
2213,00,2,1,42155301
2213,00,2,2,42144301
2213,00,2,3,42139502
2213,00,2,4,02025501
2213,00,2,5,13000501
2213,00,2,6,13004501
2213,00,2,7,01085501
2213,00,2,8,13001301
2213,00,2,9,62045301
2213,00,2,10,62045501
2213,00,2,11,21095501
2213,00,2,12,11125501
2213,00,2,13,05240501
2213,00,2,14,54000500
2213,00,2,15,54000501
2213,00,2,16,21003501
2213,00,2,17,42020501
2213,00,2,18,05060201
2213,01,1,1,11125003
2213,01,1,2,11125101
2213,01,1,3,21095101
2213,01,1,4,62045101
2213,01,1,5,62045701
2213,01,1,6,13001701
2213,01,1,7,01085701
2213,01,1,8,41005701
2213,01,1,9,01080701
2213,01,2,1,01080301
2213,01,2,2,41005301
2213,01,2,3,01085501
2213,01,2,4,13001301
2213,01,2,5,62045301
2213,01,2,6,62045501
2213,01,2,7,21095501
2213,01,2,8,11125501
2213,01,2,9,11125002
2213,02,1,1,11125003
2213,02,1,2,11125101
2213,02,1,3,21095101
2213,02,1,4,62045101
2213,02,1,5,62045701
2213,02,1,6,13001701
2213,02,1,7,01085101
2213,02,1,8,13004101
2213,02,1,9,13000101
2213,02,1,10,02025101
2213,02,1,11,42139101
2213,02,1,12,42144701
2213,02,1,13,42155701
2213,02,1,14,05040701
2213,02,1,15,12025701
2213,02,2,1,12025301
2213,02,2,2,05040301
2213,02,2,3,42155301
2213,02,2,4,42144301
2213,02,2,5,42139502
2213,02,2,6,02025501
2213,02,2,7,13000501
2213,02,2,8,13004501
2213,02,2,9,01085501
2213,02,2,10,13001301
2213,02,2,11,62045301
2213,02,2,12,62045501
2213,02,2,13,21095501
2213,02,2,14,11125501
2213,02,2,15,11125002
2213,03,1,1,11125003
2213,03,1,2,11125101
2213,03,1,3,21095101
2213,03,1,4,62045101
2213,03,1,5,62045701
2213,03,1,6,13001701
2213,03,1,7,01085101
2213,03,1,8,13004101
2213,03,1,9,13000101
2213,03,1,10,02025101
2213,03,1,11,42139101
2213,03,1,12,42144701
2213,03,1,13,42155101
2213,03,2,1,42155301
2213,03,2,2,42144301
2213,03,2,3,42139502
2213,03,2,4,02025501
2213,03,2,5,13000501
2213,03,2,6,13004501
2213,03,2,7,01085501
2213,03,2,8,13001301
2213,03,2,9,62045301
2213,03,2,10,62045501
2213,03,2,11,21095501
2213,03,2,12,11125501
2213,03,2,13,11125002
2311,00,1,1,13040006
2311,00,1,2,13040102
2311,00,1,3,13045101
2311,00,1,4,12066101
2311,00,1,5,22410101
2311,00,1,6,41057101
2311,00,1,7,22545101
2311,00,1,8,13003101
2311,00,1,9,05040101
2311,00,1,10,22617301
2311,00,1,11,12052501
2311,00,1,12,42155101
2311,00,2,1,42155301
2311,00,2,2,12052701
2311,00,2,3,22617701
2311,00,2,4,05040501
2311,00,2,5,13003501
2311,00,2,6,22545501
2311,00,2,7,41057502
2311,00,2,8,22410500
2311,00,2,9,22410501
2311,00,2,10,12066501
2311,00,2,11,13045501
2311,00,2,12,13040700
2311,00,2,13,13040001
2311,01,1,1,13040006
2311,01,1,2,13040102
2311,01,1,3,13045101
2311,01,1,4,12066101
2311,01,1,5,22410101
2311,01,1,6,41057101
2311,01,1,7,22545101
2311,01,1,8,13003101
2311,01,1,9,05040101
2311,01,1,10,13007101
2311,01,1,11,55045501
2311,01,2,1,55045301
2311,01,2,2,13007501
2311,01,2,3,05040501
2311,01,2,4,13003501
2311,01,2,5,22545501
2311,01,2,6,41057502
2311,01,2,7,22410500
2311,01,2,8,22410501
2311,01,2,9,12066501
2311,01,2,10,13045501
2311,01,2,11,13040700
2311,01,2,12,13040001
2311,02,2,1,41055902
2311,02,2,2,41057502
2311,02,2,3,22410500
2311,02,2,4,22410501
2311,02,2,5,12066501
2311,02,2,6,13045501
2311,02,2,7,13040700
2311,02,2,8,13040001
2312,00,1,1,41055902
2312,00,1,2,41057502
2312,00,1,3,22410500
2312,00,1,4,22410501
2312,00,1,5,12066501
2312,00,1,6,13045501
2312,00,1,7,13040500
2312,00,1,8,13040501
2312,00,1,9,22238501
2312,00,1,10,64033501
2312,00,1,11,22235501
2312,00,1,12,52035501
2312,00,1,13,31070501
2312,00,1,14,35037501
2312,00,1,15,11270501
2312,00,1,16,61060501
2312,00,1,17,32138501
2312,00,1,18,33030503
2312,00,1,19,35025501
2312,00,1,20,35035501
2312,00,1,21,04035501
2312,00,1,22,31095501
2312,00,1,23,31175301
2312,00,1,24,31170301
2312,00,1,25,52340301
2312,00,1,26,21063301
2312,00,1,27,22480501
2312,00,1,28,51005901
2312,00,2,1,51005902
2312,00,2,2,11238101
2312,00,2,3,22480101
2312,00,2,4,21063702
2312,00,2,5,52340701
2312,00,2,6,31170701
2312,00,2,7,31170702
2312,00,2,8,31175701
2312,00,2,9,31095102
2312,00,2,10,04035101
2312,00,2,11,35035101
2312,00,2,12,35025101
2312,00,2,13,33030101
2312,00,2,14,32138101
2312,00,2,15,61060101
2312,00,2,16,11270101
2312,00,2,17,35037101
2312,00,2,18,31070101
2312,00,2,19,52035101
2312,00,2,20,22235101
2312,00,2,21,64033101
2312,00,2,22,22238101
2312,00,2,23,13040101
2312,00,2,24,13040102
2312,00,2,25,13045101
2312,00,2,26,12066101
2312,00,2,27,22410101
2312,00,2,28,41057101
2312,00,2,29,41055101
2312,00,2,30,41055901
2314,00,1,1,13040002
2314,00,1,2,22510101
2314,00,1,3,12095101
2314,00,1,4,12100101
2314,00,1,5,15005101
2314,00,1,6,53020301
2314,00,1,7,11240301
2314,00,1,8,71075301
2314,00,2,1,71075702
2314,00,2,2,11240701
2314,00,2,3,11240702
2314,00,2,4,53020501
2314,00,2,5,15005501
2314,00,2,6,12100501
2314,00,2,7,12095501
2314,00,2,8,22510301
2314,00,2,9,13040001
2511,00,1,1,41210006
2511,00,1,2,33005301
2511,00,1,3,15070101
2511,00,1,4,15075301
2511,00,1,5,12073301
2511,00,1,6,41340501
2511,00,1,7,82000501
2511,00,1,8,01095501
2511,00,1,9,05035501
2511,00,1,10,52195501
2511,00,1,11,22440501
2511,00,1,12,22442501
2511,00,1,13,53090301
2511,00,1,14,65005301
2511,00,1,15,51000301
2511,00,1,16,22190301
2511,00,1,17,22185501
2511,00,1,18,62190301
2511,00,1,19,11065301
2511,00,1,20,22265302
2511,00,1,21,41250501
2511,00,2,1,41250701
2511,00,2,2,22265702
2511,00,2,3,11065003
2511,00,2,4,62190701
2511,00,2,5,22185102
2511,00,2,6,22190701
2511,00,2,7,51000701
2511,00,2,8,65005701
2511,00,2,9,53090101
2511,00,2,10,22442101
2511,00,2,11,22440101
2511,00,2,12,52195101
2511,00,2,13,05035101
2511,00,2,14,01095101
2511,00,2,15,82000102
2511,00,2,16,41340100
2511,00,2,17,12073701
2511,00,2,18,15075501
2511,00,2,19,15070501
2511,00,2,20,33005502
2511,00,2,21,41210001
2513,00,1,1,62093902
2513,00,1,2,62095501
2513,00,1,3,33005701
2513,00,1,4,41040701
2513,00,1,5,33000701
2513,00,1,6,05120701
2513,00,1,7,02105701
2513,00,1,8,02113701
2513,00,1,9,02125101
2513,00,1,10,22315101
2513,00,1,11,64000101
2513,00,1,12,24035101
2513,00,1,13,01120701
2513,00,1,14,02055701
2513,00,1,15,02045501
2513,00,1,16,54045501
2513,00,1,17,31160501
2513,00,2,1,31160102
2513,00,2,2,54045101
2513,00,2,3,02045301
2513,00,2,4,02055301
2513,00,2,5,01120501
2513,00,2,6,24035501
2513,00,2,7,64000501
2513,00,2,8,22315501
2513,00,2,9,02125301
2513,00,2,10,02113301
2513,00,2,11,02105301
2513,00,2,12,05120301
2513,00,2,13,33000301
2513,00,2,14,41040301
2513,00,2,15,33005102
2513,00,2,16,62095101
2513,00,2,17,62093101
2513,00,2,18,62093901
2513,01,1,1,62093902
2513,01,1,2,62095501
2513,01,1,3,33005702
2513,01,1,4,41040701
2513,01,1,5,33000701
2513,01,1,6,05120701
2513,01,1,7,02105701
2513,01,1,8,02113701
2513,01,1,9,02125501
2513,01,1,10,02115501
2513,01,1,11,42005801
2513,01,1,12,55025101
2513,01,1,13,55020101
2513,01,1,14,55015101
2513,01,1,15,22550101
2513,01,1,16,22630101
2513,01,1,17,02055701
2513,01,1,18,02045501
2513,01,1,19,54045501
2513,01,1,20,31160501
2513,01,2,1,31160102
2513,01,2,2,54045101
2513,01,2,3,02045301
2513,01,2,4,02055501
2513,01,2,5,22630501
2513,01,2,6,22550501
2513,01,2,7,55015501
2513,01,2,8,55020501
2513,01,2,9,55025501
2513,01,2,10,42005201
2513,01,2,11,02115101
2513,01,2,12,02125301
2513,01,2,13,02113301
2513,01,2,14,02105301
2513,01,2,15,05120301
2513,01,2,16,33000301
2513,01,2,17,41040301
2513,01,2,18,33005102
2513,01,2,19,62095101
2513,01,2,20,62093101
2513,01,2,21,62093901
2516,00,1,1,41210008
2516,00,1,2,33005301
2516,00,1,3,15070101
2516,00,1,4,15075101
2516,00,1,5,85000101
2516,00,1,6,15065101
2516,00,1,7,32070302
2516,00,1,8,12022301
2516,00,1,9,12023301
2516,00,1,10,52165301
2516,00,1,11,73000301
2516,00,1,12,73005301
2516,00,1,13,75035301
2516,00,1,14,71010301
2516,00,1,15,71015301
2516,00,1,16,75040301
2516,00,1,17,21055301
2516,00,1,18,31040301
2516,00,1,19,31045301
2516,00,1,20,91020301
2516,00,1,21,45030302
2516,00,1,22,45030301
2516,00,1,23,05100301
2516,00,1,24,32011301
2516,00,1,25,32011901
2516,00,2,1,32011903
2516,00,2,2,32011702
2516,00,2,3,05100701
2516,00,2,4,45030701
2516,00,2,5,45030702
2516,00,2,6,91020702
2516,00,2,7,31045701
2516,00,2,8,31040701
2516,00,2,9,21055701
2516,00,2,10,75040701
2516,00,2,11,71015701
2516,00,2,12,71010701
2516,00,2,13,75035701
2516,00,2,14,73005701
2516,00,2,15,73000701
2516,00,2,16,52165701
2516,00,2,17,12023701
2516,00,2,18,32110701
2516,00,2,19,12022701
2516,00,2,20,32070502
2516,00,2,21,15065501
2516,00,2,22,85000501
2516,00,2,23,15075501
2516,00,2,24,15070501
2516,00,2,25,33005502
2516,00,2,26,41210001
2611,00,1,1,11142303
2611,00,1,2,12030501
2611,00,1,3,71173301
2611,00,1,4,71180301
2611,00,1,5,05135101
2611,00,1,6,222951W1
2611,00,1,7,33010101
2611,00,1,8,522001W1
2611,00,1,9,521851W1
2611,00,1,10,12025301
2611,00,1,11,05040301
2611,00,1,12,42155301
2611,00,1,13,42144301
2611,00,1,14,42139102
2611,00,1,15,02020101
2611,00,1,16,42165301
2611,00,1,17,42160901
2611,00,2,1,42160701
2611,00,2,2,42165701
2611,00,2,3,02020501
2611,00,2,4,42139501
2611,00,2,5,42144701
2611,00,2,6,42155701
2611,00,2,7,05040701
2611,00,2,8,12025701
2611,00,2,9,52215701
2611,00,2,10,521855W1
2611,00,2,11,522005W1
2611,00,2,12,33010501
2611,00,2,13,222955W1
2611,00,2,14,05135701
2611,00,2,15,71180701
2611,00,2,16,71173701
2611,00,2,17,11142300
2611,01,1,1,11142303
2611,01,1,2,12030501
2611,01,1,3,71173301
2611,01,1,4,71180301
2611,01,1,5,05135101
2611,01,1,6,222951W1
2611,01,1,7,33010101
2611,01,1,8,522001W1
2611,01,1,9,521851W1
2611,01,1,10,12025301
2611,01,1,11,05040301
2611,01,1,12,42155101
2611,01,2,1,42155701
2611,01,2,2,05040701
2611,01,2,3,12025701
2611,01,2,4,52215701
2611,01,2,5,521855W1
2611,01,2,6,522005W1
2611,01,2,7,33010501
2611,01,2,8,222955W1
2611,01,2,9,05135701
2611,01,2,10,71180701
2611,01,2,11,71173701
2611,01,2,12,11142300
2611,02,1,1,11142303
2611,02,1,2,12030501
2611,02,1,3,71173301
2611,02,1,4,71180301
2611,02,1,5,05135101
2611,02,1,6,222951W1
2611,02,1,7,33010101
2611,02,1,8,522001W1
2611,02,1,9,521851W1
2611,02,1,10,12025301
2611,02,1,11,05040301
2611,02,2,1,05040701
2611,02,2,2,12025701
2611,02,2,3,52215701
2611,02,2,4,521855W1
2611,02,2,5,522005W1
2611,02,2,6,33010501
2611,02,2,7,222955W1
2611,02,2,8,05135701
2611,02,2,9,71180701
2611,02,2,10,71173701
2611,02,2,11,11142300
2612,00,1,1,52235902
2612,00,1,2,03032101
2612,00,1,3,52240301
2612,00,1,4,52220501
2612,00,1,5,52230501
2612,00,1,6,11142301
2612,00,1,7,12030501
2612,00,1,8,11140501
2612,00,1,9,41019501
2612,00,1,10,41018701
2612,00,1,11,05220701
2612,00,1,12,01155101
2612,00,1,13,62195101
2612,00,1,14,41098101
2612,00,1,15,52225101
2612,00,1,16,52235901
2612,00,2,1,52235902
2612,00,2,2,52225501
2612,00,2,3,41098501
2612,00,2,4,62195501
2612,00,2,5,01155501
2612,00,2,6,05220301
2612,00,2,7,41018101
2612,00,2,8,41019101
2612,00,2,9,11140101
2612,00,2,10,11142302
2612,00,2,11,12030101
2612,00,2,12,52230101
2612,00,2,13,52220701
2612,00,2,14,52240701
2612,00,2,15,03032501
2612,00,2,16,52235901
2612,01,1,1,52235902
2612,01,1,2,03032101
2612,01,1,3,52240301
2612,01,1,4,52220501
2612,01,1,5,52230501
2612,01,1,6,11142300
2612,01,2,1,11142302
2612,01,2,2,12030101
2612,01,2,3,52230101
2612,01,2,4,52220701
2612,01,2,5,52240701
2612,01,2,6,03032501
2612,01,2,7,52235901
2711,00,1,1,33030201
2711,00,1,2,33025101
2711,00,1,3,14010101
2711,00,1,4,42060101
2711,00,1,5,22580101
2711,00,1,6,43000101
2711,00,1,7,54005301
2711,00,1,8,52040301
2711,00,1,9,71155101
2711,00,1,10,35090101
2711,00,1,11,65038101
2711,00,1,12,42020101
2711,00,1,13,21003101
2711,00,1,14,54000101
2711,00,1,15,05240101
2711,00,1,16,11125002
2711,00,2,1,11125005
2711,00,2,2,05240501
2711,00,2,3,54000500
2711,00,2,4,54000501
2711,00,2,5,21003501
2711,00,2,6,42020501
2711,00,2,7,65038501
2711,00,2,8,35090501
2711,00,2,9,71155501
2711,00,2,10,52040701
2711,00,2,11,54005501
2711,00,2,12,43000500
2711,00,2,13,43000501
2711,00,2,14,22580501
2711,00,2,15,42060501
2711,00,2,16,14010501
2711,00,2,17,33025702
2711,00,2,18,33030501
2811,00,1,1,62185701
2811,00,1,2,71060501
2811,00,1,3,71190501
2811,00,1,4,71195501
2811,00,1,5,71040501
2811,00,1,6,71220501
2811,00,1,7,71045501
2811,00,1,8,05230501
2811,00,1,9,22215501
2811,00,1,10,22205302
2811,00,1,11,02040301
2811,00,1,12,62050301
2811,00,1,13,51082301
2811,00,1,14,51090501
2811,00,1,15,52280301
2811,00,1,16,61000301
2811,00,1,17,52275501
2811,00,1,18,63005501
2811,00,1,19,52283501
2811,00,1,20,52260501
2811,00,1,21,52265501
2811,00,2,1,52265101
2811,00,2,2,52260101
2811,00,2,3,52283101
2811,00,2,4,63005101
2811,00,2,5,52275101
2811,00,2,6,61000701
2811,00,2,7,52280701
2811,00,2,8,51090701
2811,00,2,9,51082701
2811,00,2,10,62050701
2811,00,2,11,02040701
2811,00,2,12,22205701
2811,00,2,13,22215101
2811,00,2,14,05230101
2811,00,2,15,71045101
2811,00,2,16,71220101
2811,00,2,17,71040100
2811,00,2,18,71040101
2811,00,2,19,71195101
2811,00,2,20,71190101
2811,00,2,21,71060101
2811,00,2,22,71060301
2811,00,2,23,62185301
2811,01,1,1,62185701
2811,01,1,2,71060501
2811,01,1,3,71190501
2811,01,1,4,71195501
2811,01,1,5,71040501
2811,01,1,6,71220501
2811,01,1,7,71045501
2811,01,1,8,05230501
2811,01,1,9,22215501
2811,01,1,10,22205301
2811,01,1,11,34030501
2811,01,1,12,33022301
2811,01,1,13,22430301
2811,01,1,14,31085301
2811,01,1,15,05125301
2811,01,1,16,22210301
2811,01,2,1,22210702
2811,01,2,2,05125701
2811,01,2,3,31085701
2811,01,2,4,22430701
2811,01,2,5,33022701
2811,01,2,6,34030101
2811,01,2,7,22205701
2811,01,2,8,22215101
2811,01,2,9,05230101
2811,01,2,10,71045101
2811,01,2,11,71220101
2811,01,2,12,71040100
2811,01,2,13,71040101
2811,01,2,14,71195101
2811,01,2,15,71190101
2811,01,2,16,71060101
2811,01,2,17,71060301
2811,01,2,18,62185301
2811,02,1,1,41225502
2811,02,1,2,71185501
2811,02,1,3,71187501
2811,02,1,4,71060501
2811,02,1,5,71190501
2811,02,1,6,71195501
2811,02,1,7,71040501
2811,02,1,8,71220501
2811,02,1,9,71045501
2811,02,1,10,05230501
2811,02,1,11,22215501
2811,02,1,12,22205301
2811,02,1,13,34030501
2811,02,1,14,33022301
2811,02,1,15,22430301
2811,02,1,16,31085301
2811,02,1,17,05125301
2811,02,1,18,22210301
2811,02,2,1,22210702
2811,02,2,2,05125701
2811,02,2,3,31085701
2811,02,2,4,22430701
2811,02,2,5,33022701
2811,02,2,6,34030101
2811,02,2,7,22205701
2811,02,2,8,22215101
2811,02,2,9,05230101
2811,02,2,10,71045101
2811,02,2,11,71220101
2811,02,2,12,71040100
2811,02,2,13,71040101
2811,02,2,14,71195101
2811,02,2,15,71190101
2811,02,2,16,71060101
2811,02,2,17,71187101
2811,02,2,18,71185101
2811,02,2,19,41225101
2812,00,1,1,32050302
2812,00,1,2,02190504
2812,00,1,3,05045501
2812,00,1,4,01020301
2812,00,1,5,71085301
2812,00,1,6,62140301
2812,00,1,7,11250301
2812,00,1,8,71200501
2812,00,1,9,02200302
2812,00,1,10,51110301
2812,00,1,11,71040301
2812,00,1,12,71055501
2812,00,1,13,05265501
2812,00,1,14,71050501
2812,00,1,15,02185501
2812,00,1,16,22435501
2812,00,1,17,22285300
2812,00,1,18,22285301
2812,00,1,19,22215301
2812,00,1,20,22205301
2812,00,1,21,34030501
2812,00,1,22,52125501
2812,00,1,23,42008501
2812,00,1,24,52120301
2812,00,1,25,22220101
2812,00,1,26,22220901
2812,00,2,1,22220902
2812,00,2,2,52120701
2812,00,2,3,42008101
2812,00,2,4,52125101
2812,00,2,5,34030101
2812,00,2,6,22205701
2812,00,2,7,22215701
2812,00,2,8,22285701
2812,00,2,9,22435101
2812,00,2,10,02185101
2812,00,2,11,71050101
2812,00,2,12,05265101
2812,00,2,13,71055101
2812,00,2,14,71040702
2812,00,2,15,51110701
2812,00,2,16,02200701
2812,00,2,17,02200702
2812,00,2,18,71200101
2812,00,2,19,11250701
2812,00,2,20,62140701
2812,00,2,21,71085701
2812,00,2,22,01020701
2812,00,2,23,05045801
2812,00,2,24,02190102
2812,00,2,25,021907N1
2812,00,2,26,32050002
2812,01,1,1,02200302
2812,01,1,2,51110301
2812,01,1,3,71040301
2812,01,1,4,71055501
2812,01,1,5,05265501
2812,01,1,6,71050501
2812,01,1,7,02185501
2812,01,1,8,22435501
2812,01,1,9,22285300
2812,01,1,10,22285301
2812,01,1,11,22215301
2812,01,1,12,22205301
2812,01,1,13,34030501
2812,01,1,14,52125501
2812,01,1,15,42008501
2812,01,1,16,52120301
2812,01,1,17,22220101
2812,01,1,18,22220901
2812,01,2,1,22220902
2812,01,2,2,52120701
2812,01,2,3,42008101
2812,01,2,4,52125101
2812,01,2,5,34030101
2812,01,2,6,22205701
2812,01,2,7,22215701
2812,01,2,8,22285701
2812,01,2,9,22435101
2812,01,2,10,02185101
2812,01,2,11,71050101
2812,01,2,12,05265101
2812,01,2,13,71055101
2812,01,2,14,71040702
2812,01,2,15,51110701
2812,01,2,16,02200801
2911,00,1,1,32005702
2911,00,1,2,03000501
2911,00,1,3,42010501
2911,00,1,4,21015501
2911,00,1,5,22205502
2911,00,1,6,34045501
2911,00,1,7,04010501
2911,00,1,8,34035501
2911,00,1,9,21075501
2911,00,1,10,12055501
2911,00,1,11,45035501
2911,00,1,12,45030501
2911,00,1,13,15150501
2911,00,1,14,11005501
2911,00,1,15,41315501
2911,00,1,16,41285301
2911,00,1,17,34010301
2911,00,1,18,02010101
2911,00,1,19,41260101
